family_id,twin_id,eye,subject_id,iris_id,image_idx,filename,relative_path,absolute_path,file_extension,file_size_bytes,sha256,width,height,mode,format,readable,error,filename_pattern_ok,filename_family_id,filename_twin_id,filename_eye,filename_image_idx,folder_filename_consistent,quality_ok,brightness,contrast,focus_score,dark_ratio,bright_ratio,folder_class,outlier_type
82,2,R,F82_T2,F82_T2_R,1,S3822R01.jpg,82/2R/S3822R01.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/82/2R/S3822R01.jpg,.jpg,16028,1f83d2bfbfde09932fdc76983cb99c7c3353820374ddc0a95359303bd7e68222,640,480,L,JPEG,True,,True,82,2,R,1,True,True,92.9040756225586,25.47170639038086,20.148997708627917,0.0021061197916666,8.463541666666667e-05,2R,low_contrast
52,1,L,F52_T1,F52_T1_L,2,S3521L02.jpg,52/1L/S3521L02.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/52/1L/S3521L02.jpg,.jpg,18181,449f8b83b80910ec755c19dfc8b5579d142aa544e3726044dad0b65e64da213a,640,480,L,JPEG,True,,True,52,1,L,2,True,True,83.50325775146484,25.75243377685547,28.49055677404403,0.0096647135416666,0.0001302083333333,1L,low_contrast
87,2,R,F87_T2,F87_T2_R,3,S3872R03.jpg,87/2R/S3872R03.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/87/2R/S3872R03.jpg,.jpg,17385,2be9084edaec8b701e9595fe6dfff61c9a365e3ac7ca5bc9eccad4930d9dad12,640,480,L,JPEG,True,,True,87,2,R,3,True,True,91.04317474365234,25.915205001831055,29.98560196872288,0.0087174479166666,8.138020833333333e-05,2R,low_contrast
87,2,R,F87_T2,F87_T2_R,5,S3872R05.jpg,87/2R/S3872R05.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/87/2R/S3872R05.jpg,.jpg,16932,cc89f4497615fcd354b2372e7de02d04033a456cfaee354921ddfb734dc83673,640,480,L,JPEG,True,,True,87,2,R,5,True,True,90.64479064941406,25.98311233520508,26.101492729653256,0.0061588541666666,0.0001106770833333,2R,low_contrast
87,2,R,F87_T2,F87_T2_R,6,S3872R06.jpg,87/2R/S3872R06.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/87/2R/S3872R06.jpg,.jpg,16755,26083bbe3270e529ebc4f28b6fc3d9aeca87ef17ebd2bd6631b740b154a80c5a,640,480,L,JPEG,True,,True,87,2,R,6,True,True,92.92489624023438,26.00052261352539,27.308249989149303,0.00693359375,0.0001399739583333,2R,low_contrast
87,2,R,F87_T2,F87_T2_R,7,S3872R07.jpg,87/2R/S3872R07.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/87/2R/S3872R07.jpg,.jpg,16501,e98b1d61b0d97810ef34393e3147f39a601015f2fbb763f2563bd516965d2142,640,480,L,JPEG,True,,True,87,2,R,7,True,True,90.39307403564452,26.16376495361328,24.040904841094548,0.008427734375,0.0001041666666666,2R,low_contrast
27,1,L,F27_T1,F27_T1_L,3,S3271L03.jpg,27/1L/S3271L03.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/27/1L/S3271L03.jpg,.jpg,19650,169fb0453ff21add2addb51a88782e7c213528326b96a9a6dee77730764b2ce6,640,480,L,JPEG,True,,True,27,1,L,3,True,True,116.31609344482422,26.508424758911133,54.94282229714921,0.0063997395833333,0.0001334635416666,1L,low_contrast
91,2,L,F91_T2,F91_T2_L,3,S3912L03.jpg,91/2L/S3912L03.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/91/2L/S3912L03.jpg,.jpg,17770,6b44348208b808f903cd0a8d532fb4cd2ee2f12275d15ecc3d8ddef28a3a8adb,640,480,L,JPEG,True,,True,91,2,L,3,True,True,85.8705825805664,26.95062255859375,23.842942324786712,0.0092740885416666,8.138020833333333e-05,2L,low_contrast
38,2,L,F38_T2,F38_T2_L,9,S3382L09.jpg,38/2L/S3382L09.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/38/2L/S3382L09.jpg,.jpg,16418,ed92b8f349e6f0e797abbbb6a2a63851f5976725e14809e25cd4c83f830e3caa,640,480,L,JPEG,True,,True,38,2,L,9,True,True,127.10520935058594,27.06180763244629,22.014056660800517,0.00033203125,0.0001302083333333,2L,low_contrast
38,2,L,F38_T2,F38_T2_L,8,S3382L08.jpg,38/2L/S3382L08.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/38/2L/S3382L08.jpg,.jpg,15876,25408bc7c9cf6d7de4b6c852d0726546f6e85705574d51cdc399d2658810b9e8,640,480,L,JPEG,True,,True,38,2,L,8,True,True,124.19596099853516,27.182260513305664,22.167215085336892,0.0007552083333333,0.0001171875,2L,low_contrast
45,1,R,F45_T1,F45_T1_R,2,S3451R02.jpg,45/1R/S3451R02.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/45/1R/S3451R02.jpg,.jpg,15414,36c4ec22794eb5773aaca9e2b0fcb49f569d274a09779f67e8517b970b3c312c,640,480,L,JPEG,True,,True,45,1,R,2,True,True,82.13351440429688,27.269018173217773,17.74885513712565,0.01625,0.0001399739583333,1R,low_contrast
73,1,R,F73_T1,F73_T1_R,1,S3731R01.jpg,73/1R/S3731R01.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/73/1R/S3731R01.jpg,.jpg,20309,2b5191929c4ca6021f6abee4ffdf0fe94d57ca3624e26506775d052c79c6f067,640,480,L,JPEG,True,,True,73,1,R,1,True,True,131.29623413085938,27.385366439819336,50.53676170551512,0.0017024739583333,0.0001725260416666,1R,low_contrast
73,1,L,F73_T1,F73_T1_L,5,S3731L05.jpg,73/1L/S3731L05.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/73/1L/S3731L05.jpg,.jpg,17213,418ba6ceefde884a95410491d6cc9b1f3411eabae965a207b13c5833d7cd1e62,640,480,L,JPEG,True,,True,73,1,L,5,True,True,137.2912139892578,27.487213134765625,27.347087602731925,0.000341796875,0.0001139322916666,1L,low_contrast
73,1,L,F73_T1,F73_T1_L,4,S3731L04.jpg,73/1L/S3731L04.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/73/1L/S3731L04.jpg,.jpg,17056,f124c05d8c53b76693faa65dde2102dd7e62dcf4e567353b07fc5ff11763f5f2,640,480,L,JPEG,True,,True,73,1,L,4,True,True,138.61891174316406,27.52166175842285,24.698136376274956,0.0002311197916666,0.0001106770833333,1L,low_contrast
61,1,R,F61_T1,F61_T1_R,1,S3611R01.jpg,61/1R/S3611R01.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/61/1R/S3611R01.jpg,.jpg,16888,040035cebe30249ff079ef74d4cd11956bf202b51f0589d619c65778b05558fc,640,480,L,JPEG,True,,True,61,1,R,1,True,True,107.31017303466795,27.62448501586914,23.216367073811433,0.0018717447916666,4.8828125e-05,1R,low_contrast
27,2,R,F27_T2,F27_T2_R,7,S3272R07.jpg,27/2R/S3272R07.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/27/2R/S3272R07.jpg,.jpg,26473,f1f2cba9ec9a52aca8a122b21bc7d0e172782385deb8b4abd532672cc29a913b,640,480,L,JPEG,True,,True,27,2,R,7,True,True,123.39167022705078,27.652877807617188,48.72920449485778,0.00318359375,0.0002864583333333,2R,low_contrast
77,1,R,F77_T1,F77_T1_R,3,S3771R03.jpg,77/1R/S3771R03.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/77/1R/S3771R03.jpg,.jpg,21480,a21572ea88c7207e66d09a2677491396a4c66bb1b03ba622ad0e1c6f57cde64a,640,480,L,JPEG,True,,True,77,1,R,3,True,True,103.5966567993164,27.65377616882324,44.06813593733045,0.0036881510416666,0.0001236979166666,1R,low_contrast
87,1,R,F87_T1,F87_T1_R,9,S3871R09.jpg,87/1R/S3871R09.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/87/1R/S3871R09.jpg,.jpg,15206,a180d7ef33f30c89bf60dcd87dcb835b852d3902cfc578881579d0d4e9749210,640,480,L,JPEG,True,,True,87,1,R,9,True,True,131.8984832763672,27.667713165283203,16.506376419056785,0.000146484375,0.0001692708333333,1R,low_contrast
53,2,L,F53_T2,F53_T2_L,4,S3532L04.jpg,53/2L/S3532L04.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/53/2L/S3532L04.jpg,.jpg,18420,8cd4d2c62106abe0e28a5d4b3bd8415505b9c56ac946a3bd9582386d4ee85f7c,640,480,L,JPEG,True,,True,53,2,L,4,True,True,97.22434997558594,37.990570068359375,22.933374894449432,0.0368977864583333,0.0002311197916666,2L,high_dark_ratio
40,2,L,F40_T2,F40_T2_L,1,S3402L01.jpg,40/2L/S3402L01.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/40/2L/S3402L01.jpg,.jpg,21068,6325ae3370b5414e9dfc40fbeb8a888807b230480e32e3e28f0d7552ddf9f1da,640,480,L,JPEG,True,,True,40,2,L,1,True,True,101.66770935058594,40.17800521850586,26.66696037987603,0.0333138020833333,0.0001790364583333,2L,high_dark_ratio
40,2,L,F40_T2,F40_T2_L,2,S3402L02.jpg,40/2L/S3402L02.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/40/2L/S3402L02.jpg,.jpg,21402,60f0f3ddbcb485889760638997ff03b986e54c79911de465dfbc18043e0fba6f,640,480,L,JPEG,True,,True,40,2,L,2,True,True,102.42139434814452,39.72269058227539,30.62745449234643,0.0313899739583333,0.0002115885416666,2L,high_dark_ratio
53,2,R,F53_T2,F53_T2_R,1,S3532R01.jpg,53/2R/S3532R01.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/53/2R/S3532R01.jpg,.jpg,20088,40505d721c8b16b30704716e60bbbb4e6ecee9ddde05db51ba64fb96d189bb41,640,480,L,JPEG,True,,True,53,2,R,1,True,True,109.18704223632812,58.52117156982422,28.384376093165077,0.0280501302083333,0.00025390625,2R,high_dark_ratio
90,1,R,F90_T1,F90_T1_R,3,S3901R03.jpg,90/1R/S3901R03.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/90/1R/S3901R03.jpg,.jpg,17119,56a835bbd80025482beabac704b59a414791cda0b31ee8534113cbad899eaa66,640,480,L,JPEG,True,,True,90,1,R,3,True,True,75.3170166015625,28.621423721313477,28.518235751300388,0.0276692708333333,0.0001529947916666,1R,high_dark_ratio
35,2,L,F35_T2,F35_T2_L,5,S3352L05.jpg,35/2L/S3352L05.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/35/2L/S3352L05.jpg,.jpg,17133,30e4a8a337dd1db8a4531cb9e71778e9c2297ea0c0b2df0588552a6240aff2ca,640,480,L,JPEG,True,,True,35,2,L,5,True,True,101.33907318115234,67.39901733398438,24.499422042327453,0.0260709635416666,0.032890625,2L,high_dark_ratio
14,2,R,F14_T2,F14_T2_R,7,S3142R07.jpg,14/2R/S3142R07.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/14/2R/S3142R07.jpg,.jpg,20433,4a948fb71e4a36fccc48de33c0488ee7070d22367bd7a1c1c688b77750762c04,640,480,L,JPEG,True,,True,14,2,R,7,True,True,93.21810913085938,33.45029067993164,39.54452522988849,0.0257421875,0.0001334635416666,2R,high_dark_ratio
14,2,R,F14_T2,F14_T2_R,8,S3142R08.jpg,14/2R/S3142R08.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/14/2R/S3142R08.jpg,.jpg,20601,44670ecf84b51d6871c256c9c7b1ac37ea3e0ffc03c31a2098914bed3a93d9e7,640,480,L,JPEG,True,,True,14,2,R,8,True,True,94.22156524658205,34.3331184387207,41.46738089005152,0.0253971354166666,0.000146484375,2R,high_dark_ratio
42,1,R,F42_T1,F42_T1_R,2,S3421R02.jpg,42/1R/S3421R02.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/42/1R/S3421R02.jpg,.jpg,17641,61ff546eca54c32583f9f1d9699b81933da40eccb4b4e7aabfbcfe2a968f30fd,640,480,L,JPEG,True,,True,42,1,R,2,True,True,104.03923034667967,41.1725959777832,21.931430598958336,0.025205078125,0.0002701822916666,1R,high_dark_ratio
90,1,R,F90_T1,F90_T1_R,4,S3901R04.jpg,90/1R/S3901R04.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/90/1R/S3901R04.jpg,.jpg,17428,faaf82fd8a94bb02dfc0676b52bff06fc398f6af3835d7356217e1356fc66285,640,480,L,JPEG,True,,True,90,1,R,4,True,True,79.82791900634766,29.02876091003418,26.211368673441143,0.02509765625,0.0001822916666666,1R,high_dark_ratio
37,2,R,F37_T2,F37_T2_R,4,S3372R04.jpg,37/2R/S3372R04.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/37/2R/S3372R04.jpg,.jpg,18902,3782c60a8915d41d09471d195e87bc73dc0185e14e751f4c6a592b4500c4dd37,640,480,L,JPEG,True,,True,37,2,R,4,True,True,79.9782943725586,30.80802345275879,22.50081236059401,0.02478515625,0.000107421875,2R,high_dark_ratio
23,1,R,F23_T1,F23_T1_R,3,S3231R03.jpg,23/1R/S3231R03.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/23/1R/S3231R03.jpg,.jpg,18921,44bfb910f895c2bca97b16be1b389b46abcdc026ca62b95a74437b410b37a2d8,640,480,L,JPEG,True,,True,23,1,R,3,True,True,125.46027374267578,48.02893829345703,21.96367046304279,0.0247428385416666,0.0002115885416666,1R,high_dark_ratio
40,2,L,F40_T2,F40_T2_L,3,S3402L03.jpg,40/2L/S3402L03.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/40/2L/S3402L03.jpg,.jpg,22055,ac1d180cddddde77e7db7e4180bdd70c174f9fcca231c8ba8da031cb9d82719f,640,480,L,JPEG,True,,True,40,2,L,3,True,True,114.95286560058594,38.54031753540039,31.679544651243425,0.02453125,0.00029296875,2L,high_dark_ratio
24,1,R,F24_T1,F24_T1_R,3,S3241R03.jpg,24/1R/S3241R03.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/24/1R/S3241R03.jpg,.jpg,19753,426e911a8247302f15bc74a8ad601330ceb705b779b3e1e45e1816961fbc4974,640,480,L,JPEG,True,,True,24,1,R,3,True,True,103.05581665039062,44.98569107055664,32.269295027669266,0.024267578125,9.765625e-05,1R,high_dark_ratio
17,1,R,F17_T1,F17_T1_R,7,S3171R07.jpg,17/1R/S3171R07.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/17/1R/S3171R07.jpg,.jpg,18184,66e22a20c90966b0ae139e329b2cc8c8470536c09922a6375358f1c021993139,640,480,L,JPEG,True,,True,17,1,R,7,True,True,101.64820098876952,41.29739761352539,25.027188548946377,0.024033203125,7.8125e-05,1R,high_dark_ratio
17,2,R,F17_T2,F17_T2_R,4,S3172R04.jpg,17/2R/S3172R04.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/17/2R/S3172R04.jpg,.jpg,21597,8a17e22e9ae2e39913f451335dd0b0bd1ad911ebc7475ac6a614a2d1f5a5d952,640,480,L,JPEG,True,,True,17,2,R,4,True,True,130.67724609375,50.930423736572266,48.768219487126665,0.023974609375,8.463541666666667e-05,2R,high_dark_ratio
17,1,L,F17_T1,F17_T1_L,1,S3171L01.jpg,17/1L/S3171L01.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/17/1L/S3171L01.jpg,.jpg,18771,2ffb2719ba6e48943e01b23198d92ab34f1f4d372c13b8400eed59c108d90a65,640,480,L,JPEG,True,,True,17,1,L,1,True,True,95.92224884033205,39.737850189208984,24.09499498049418,0.02369140625,0.0001497395833333,1L,high_dark_ratio
3,2,L,F03_T2,F03_T2_L,1,S3032L01.jpg,03/2L/S3032L01.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/03/2L/S3032L01.jpg,.jpg,24291,ecc95f1d6acb57cb7bbcddd38f07a897e3ee98081dedf18460763b2ff0a9e266,640,480,L,JPEG,True,,True,3,2,L,1,True,True,77.31781005859375,38.548336029052734,58.72110084151163,0.023642578125,9.765625e-05,2L,high_dark_ratio
53,2,L,F53_T2,F53_T2_L,1,S3532L01.jpg,53/2L/S3532L01.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/53/2L/S3532L01.jpg,.jpg,23409,b0dd35b76f6a695f6521308cf0a710ab596e0563dad85d74fb8be4f906b4bdc6,640,480,L,JPEG,True,,True,53,2,L,1,True,True,116.1302719116211,45.994354248046875,57.67131850479972,0.0233919270833333,0.00025390625,2L,high_dark_ratio
23,1,R,F23_T1,F23_T1_R,2,S3231R02.jpg,23/1R/S3231R02.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/23/1R/S3231R02.jpg,.jpg,17582,ad62919c0e7495e61fd90e877edd1208f5e58a03ed12112d8356128a142e394c,640,480,L,JPEG,True,,True,23,1,R,2,True,True,131.91940307617188,45.44082260131836,18.23134016210768,0.02337890625,0.0004459635416666,1R,high_dark_ratio
42,2,R,F42_T2,F42_T2_R,1,S3422R01.jpg,42/2R/S3422R01.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/42/2R/S3422R01.jpg,.jpg,20451,2d317fd95f669323f5908c28d0eb6b833f3191970cec00a7890948aa0fb5d724,640,480,L,JPEG,True,,True,42,2,R,1,True,True,101.85142517089844,39.684513092041016,45.35637357376947,0.0231217447916666,0.000244140625,2R,high_dark_ratio
17,2,R,F17_T2,F17_T2_R,9,S3172R09.jpg,17/2R/S3172R09.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/17/2R/S3172R09.jpg,.jpg,19854,c73f6eccb9912af68b8b661c7ac900697b56f614c6af5df8bca207a52ef8a68b,640,480,L,JPEG,True,,True,17,2,R,9,True,True,110.42703247070312,44.99870300292969,48.00259447045857,0.022900390625,0.0001236979166666,2R,high_dark_ratio
17,2,R,F17_T2,F17_T2_R,2,S3172R02.jpg,17/2R/S3172R02.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/17/2R/S3172R02.jpg,.jpg,21121,18b415aa35924b8174842970071b5fdfc63f4bb5f6a793dab614ce11acf37364,640,480,L,JPEG,True,,True,17,2,R,2,True,True,115.02825164794922,41.905128479003906,36.468046690612354,0.0225813802083333,0.0002115885416666,2R,high_dark_ratio
17,1,L,F17_T1,F17_T1_L,9,S3171L09.jpg,17/1L/S3171L09.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/17/1L/S3171L09.jpg,.jpg,21074,a2d2abd908bd50be8d0bc1e68f73ea8ef6a5293d538e56f22537c65c5d7f0bd0,640,480,L,JPEG,True,,True,17,1,L,9,True,True,81.24537658691406,39.669227600097656,36.97524883689879,0.0223828125,0.000166015625,1L,high_dark_ratio
56,2,L,F56_T2,F56_T2_L,3,S3562L03.jpg,56/2L/S3562L03.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/56/2L/S3562L03.jpg,.jpg,19988,c0ef0280cf5719d47e9fe879cb7cf0011e4ed07c6072bb4cbf417cdc59ec425f,640,480,L,JPEG,True,,True,56,2,L,3,True,True,90.50760650634766,32.37595748901367,39.19101872099771,0.022353515625,0.0001204427083333,2L,high_dark_ratio
