pair_id,sample_id_1,sample_id_2,image_1,image_2,code_path_1,code_path_2,family_id_1,family_id_2,subject_id_1,subject_id_2,iris_id_1,iris_id_2,twin_id_1,twin_id_2,eye_1,eye_2,relation,is_genuine,is_twin,is_unrelated,match_ok,hd,best_shift,common_bits,error,_matched_stems,matching_source
915,117,135,10/1L/S3101L08.jpg,10/2L/S3102L09.jpg,data/features/daugman_strict_v3/gabor_codes/10__1L__S3101L08.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__2L__S3102L09.jpg.npz,10,10,F10_T1,F10_T2,F10_T1_L,F10_T2_L,1,2,L,L,twin_same_eye,0,1,0,True,0.4259903640256959,-10,22416,,"S3101L08,S3102L09",filtered_from_final_matching_results
916,117,136,10/1L/S3101L08.jpg,10/2L/S3102L10.jpg,data/features/daugman_strict_v3/gabor_codes/10__1L__S3101L08.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__2L__S3102L10.jpg.npz,10,10,F10_T1,F10_T2,F10_T1_L,F10_T2_L,1,2,L,L,twin_same_eye,0,1,0,True,0.4199466617620011,-10,21748,,"S3101L08,S3102L10",filtered_from_final_matching_results
918,117,138,10/1L/S3101L08.jpg,10/2R/S3102R02.jpg,data/features/daugman_strict_v3/gabor_codes/10__1L__S3101L08.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__2R__S3102R02.jpg.npz,10,10,F10_T1,F10_T2,F10_T1_L,F10_T2_R,1,2,L,R,twin_cross_eye,0,1,0,True,0.4238039478086317,2,23912,,"S3101L08,S3102R02",filtered_from_final_matching_results
922,117,142,10/1L/S3101L08.jpg,10/2R/S3102R06.jpg,data/features/daugman_strict_v3/gabor_codes/10__1L__S3101L08.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__2R__S3102R06.jpg.npz,10,10,F10_T1,F10_T2,F10_T1_L,F10_T2_R,1,2,L,R,twin_cross_eye,0,1,0,True,0.4378617945007236,8,22112,,"S3101L08,S3102R06",filtered_from_final_matching_results
923,117,143,10/1L/S3101L08.jpg,10/2R/S3102R07.jpg,data/features/daugman_strict_v3/gabor_codes/10__1L__S3101L08.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__2R__S3102R07.jpg.npz,10,10,F10_T1,F10_T2,F10_T1_L,F10_T2_R,1,2,L,R,twin_cross_eye,0,1,0,True,0.4398051496172582,6,22992,,"S3101L08,S3102R07",filtered_from_final_matching_results
924,117,144,10/1L/S3101L08.jpg,10/2R/S3102R08.jpg,data/features/daugman_strict_v3/gabor_codes/10__1L__S3101L08.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__2R__S3102R08.jpg.npz,10,10,F10_T1,F10_T2,F10_T1_L,F10_T2_R,1,2,L,R,twin_cross_eye,0,1,0,True,0.4570546888393622,6,23332,,"S3101L08,S3102R08",filtered_from_final_matching_results
925,117,145,10/1L/S3101L08.jpg,10/2R/S3102R09.jpg,data/features/daugman_strict_v3/gabor_codes/10__1L__S3101L08.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__2R__S3102R09.jpg.npz,10,10,F10_T1,F10_T2,F10_T1_L,F10_T2_R,1,2,L,R,twin_cross_eye,0,1,0,True,0.4103265589716866,6,23028,,"S3101L08,S3102R09",filtered_from_final_matching_results
927,118,119,10/1L/S3101L09.jpg,10/1L/S3101L10.jpg,data/features/daugman_strict_v3/gabor_codes/10__1L__S3101L09.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__1L__S3101L10.jpg.npz,10,10,F10_T1,F10_T1,F10_T1_L,F10_T1_L,1,1,L,L,genuine,1,0,0,True,0.2690362461365552,0,28472,,"S3101L09,S3101L10",filtered_from_final_matching_results
929,118,121,10/1L/S3101L09.jpg,10/1R/S3101R02.jpg,data/features/daugman_strict_v3/gabor_codes/10__1L__S3101L09.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__1R__S3101R02.jpg.npz,10,10,F10_T1,F10_T1,F10_T1_L,F10_T1_R,1,1,L,R,same_subject_different_eye,0,0,0,True,0.4485590562938629,-2,26788,,"S3101L09,S3101R02",filtered_from_final_matching_results
930,118,122,10/1L/S3101L09.jpg,10/1R/S3101R03.jpg,data/features/daugman_strict_v3/gabor_codes/10__1L__S3101L09.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__1R__S3101R03.jpg.npz,10,10,F10_T1,F10_T1,F10_T1_L,F10_T1_R,1,1,L,R,same_subject_different_eye,0,0,0,True,0.4475413467217956,0,27088,,"S3101L09,S3101R03",filtered_from_final_matching_results
931,118,123,10/1L/S3101L09.jpg,10/1R/S3101R04.jpg,data/features/daugman_strict_v3/gabor_codes/10__1L__S3101L09.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__1R__S3101R04.jpg.npz,10,10,F10_T1,F10_T1,F10_T1_L,F10_T1_R,1,1,L,R,same_subject_different_eye,0,0,0,True,0.4677093436792758,-12,24744,,"S3101L09,S3101R04",filtered_from_final_matching_results
932,118,124,10/1L/S3101L09.jpg,10/1R/S3101R05.jpg,data/features/daugman_strict_v3/gabor_codes/10__1L__S3101L09.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__1R__S3101R05.jpg.npz,10,10,F10_T1,F10_T1,F10_T1_L,F10_T1_R,1,1,L,R,same_subject_different_eye,0,0,0,True,0.4332864128018965,-2,26996,,"S3101L09,S3101R05",filtered_from_final_matching_results
934,118,126,10/1L/S3101L09.jpg,10/1R/S3101R07.jpg,data/features/daugman_strict_v3/gabor_codes/10__1L__S3101L09.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__1R__S3101R07.jpg.npz,10,10,F10_T1,F10_T1,F10_T1_L,F10_T1_R,1,1,L,R,same_subject_different_eye,0,0,0,True,0.448807157057654,-12,24144,,"S3101L09,S3101R07",filtered_from_final_matching_results
937,118,129,10/1L/S3101L09.jpg,10/2L/S3102L01.jpg,data/features/daugman_strict_v3/gabor_codes/10__1L__S3101L09.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__2L__S3102L01.jpg.npz,10,10,F10_T1,F10_T2,F10_T1_L,F10_T2_L,1,2,L,L,twin_same_eye,0,1,0,True,0.4474912039161695,0,26148,,"S3101L09,S3102L01",filtered_from_final_matching_results
940,118,132,10/1L/S3101L09.jpg,10/2L/S3102L06.jpg,data/features/daugman_strict_v3/gabor_codes/10__1L__S3101L09.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__2L__S3102L06.jpg.npz,10,10,F10_T1,F10_T2,F10_T1_L,F10_T2_L,1,2,L,L,twin_same_eye,0,1,0,True,0.4130338472443736,-8,22572,,"S3101L09,S3102L06",filtered_from_final_matching_results
941,118,133,10/1L/S3101L09.jpg,10/2L/S3102L07.jpg,data/features/daugman_strict_v3/gabor_codes/10__1L__S3101L09.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__2L__S3102L07.jpg.npz,10,10,F10_T1,F10_T2,F10_T1_L,F10_T2_L,1,2,L,L,twin_same_eye,0,1,0,True,0.4122856680685862,-2,24728,,"S3101L09,S3102L07",filtered_from_final_matching_results
943,118,135,10/1L/S3101L09.jpg,10/2L/S3102L09.jpg,data/features/daugman_strict_v3/gabor_codes/10__1L__S3101L09.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__2L__S3102L09.jpg.npz,10,10,F10_T1,F10_T2,F10_T1_L,F10_T2_L,1,2,L,L,twin_same_eye,0,1,0,True,0.4515609514370664,-8,24216,,"S3101L09,S3102L09",filtered_from_final_matching_results
944,118,136,10/1L/S3101L09.jpg,10/2L/S3102L10.jpg,data/features/daugman_strict_v3/gabor_codes/10__1L__S3101L09.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__2L__S3102L10.jpg.npz,10,10,F10_T1,F10_T2,F10_T1_L,F10_T2_L,1,2,L,L,twin_same_eye,0,1,0,True,0.4551548175056218,-8,23124,,"S3101L09,S3102L10",filtered_from_final_matching_results
946,118,138,10/1L/S3101L09.jpg,10/2R/S3102R02.jpg,data/features/daugman_strict_v3/gabor_codes/10__1L__S3101L09.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__2R__S3102R02.jpg.npz,10,10,F10_T1,F10_T2,F10_T1_L,F10_T2_R,1,2,L,R,twin_cross_eye,0,1,0,True,0.4344701024621502,0,26156,,"S3101L09,S3102R02",filtered_from_final_matching_results
950,118,142,10/1L/S3101L09.jpg,10/2R/S3102R06.jpg,data/features/daugman_strict_v3/gabor_codes/10__1L__S3101L09.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__2R__S3102R06.jpg.npz,10,10,F10_T1,F10_T2,F10_T1_L,F10_T2_R,1,2,L,R,twin_cross_eye,0,1,0,True,0.4112301200908795,6,24648,,"S3101L09,S3102R06",filtered_from_final_matching_results
951,118,143,10/1L/S3101L09.jpg,10/2R/S3102R07.jpg,data/features/daugman_strict_v3/gabor_codes/10__1L__S3101L09.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__2R__S3102R07.jpg.npz,10,10,F10_T1,F10_T2,F10_T1_L,F10_T2_R,1,2,L,R,twin_cross_eye,0,1,0,True,0.4104651162790698,4,25800,,"S3101L09,S3102R07",filtered_from_final_matching_results
952,118,144,10/1L/S3101L09.jpg,10/2R/S3102R08.jpg,data/features/daugman_strict_v3/gabor_codes/10__1L__S3101L09.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__2R__S3102R08.jpg.npz,10,10,F10_T1,F10_T2,F10_T1_L,F10_T2_R,1,2,L,R,twin_cross_eye,0,1,0,True,0.4258994430227307,2,26572,,"S3101L09,S3102R08",filtered_from_final_matching_results
953,118,145,10/1L/S3101L09.jpg,10/2R/S3102R09.jpg,data/features/daugman_strict_v3/gabor_codes/10__1L__S3101L09.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__2R__S3102R09.jpg.npz,10,10,F10_T1,F10_T2,F10_T1_L,F10_T2_R,1,2,L,R,twin_cross_eye,0,1,0,True,0.4147735877631379,2,26412,,"S3101L09,S3102R09",filtered_from_final_matching_results
956,119,121,10/1L/S3101L10.jpg,10/1R/S3101R02.jpg,data/features/daugman_strict_v3/gabor_codes/10__1L__S3101L10.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__1R__S3101R02.jpg.npz,10,10,F10_T1,F10_T1,F10_T1_L,F10_T1_R,1,1,L,R,same_subject_different_eye,0,0,0,True,0.4349325807463154,-10,25512,,"S3101L10,S3101R02",filtered_from_final_matching_results
957,119,122,10/1L/S3101L10.jpg,10/1R/S3101R03.jpg,data/features/daugman_strict_v3/gabor_codes/10__1L__S3101L10.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__1R__S3101R03.jpg.npz,10,10,F10_T1,F10_T1,F10_T1_L,F10_T1_R,1,1,L,R,same_subject_different_eye,0,0,0,True,0.4449905344400757,0,27468,,"S3101L10,S3101R03",filtered_from_final_matching_results
958,119,123,10/1L/S3101L10.jpg,10/1R/S3101R04.jpg,data/features/daugman_strict_v3/gabor_codes/10__1L__S3101L10.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__1R__S3101R04.jpg.npz,10,10,F10_T1,F10_T1,F10_T1_L,F10_T1_R,1,1,L,R,same_subject_different_eye,0,0,0,True,0.4716796875,-6,26624,,"S3101L10,S3101R04",filtered_from_final_matching_results
959,119,124,10/1L/S3101L10.jpg,10/1R/S3101R05.jpg,data/features/daugman_strict_v3/gabor_codes/10__1L__S3101L10.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__1R__S3101R05.jpg.npz,10,10,F10_T1,F10_T1,F10_T1_L,F10_T1_R,1,1,L,R,same_subject_different_eye,0,0,0,True,0.4416251556662515,-10,25696,,"S3101L10,S3101R05",filtered_from_final_matching_results
961,119,126,10/1L/S3101L10.jpg,10/1R/S3101R07.jpg,data/features/daugman_strict_v3/gabor_codes/10__1L__S3101L10.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__1R__S3101R07.jpg.npz,10,10,F10_T1,F10_T1,F10_T1_L,F10_T1_R,1,1,L,R,same_subject_different_eye,0,0,0,True,0.4656962025316455,-16,23700,,"S3101L10,S3101R07",filtered_from_final_matching_results
964,119,129,10/1L/S3101L10.jpg,10/2L/S3102L01.jpg,data/features/daugman_strict_v3/gabor_codes/10__1L__S3101L10.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__2L__S3102L01.jpg.npz,10,10,F10_T1,F10_T2,F10_T1_L,F10_T2_L,1,2,L,L,twin_same_eye,0,1,0,True,0.4099492461561427,0,26796,,"S3101L10,S3102L01",filtered_from_final_matching_results
967,119,132,10/1L/S3101L10.jpg,10/2L/S3102L06.jpg,data/features/daugman_strict_v3/gabor_codes/10__1L__S3101L10.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__2L__S3102L06.jpg.npz,10,10,F10_T1,F10_T2,F10_T1_L,F10_T2_L,1,2,L,L,twin_same_eye,0,1,0,True,0.38648108018003,2,23996,,"S3101L10,S3102L06",filtered_from_final_matching_results
968,119,133,10/1L/S3101L10.jpg,10/2L/S3102L07.jpg,data/features/daugman_strict_v3/gabor_codes/10__1L__S3101L10.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__2L__S3102L07.jpg.npz,10,10,F10_T1,F10_T2,F10_T1_L,F10_T2_L,1,2,L,L,twin_same_eye,0,1,0,True,0.4043713702715429,0,25484,,"S3101L10,S3102L07",filtered_from_final_matching_results
970,119,135,10/1L/S3101L10.jpg,10/2L/S3102L09.jpg,data/features/daugman_strict_v3/gabor_codes/10__1L__S3101L10.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__2L__S3102L09.jpg.npz,10,10,F10_T1,F10_T2,F10_T1_L,F10_T2_L,1,2,L,L,twin_same_eye,0,1,0,True,0.4486341059602649,-10,24160,,"S3101L10,S3102L09",filtered_from_final_matching_results
971,119,136,10/1L/S3101L10.jpg,10/2L/S3102L10.jpg,data/features/daugman_strict_v3/gabor_codes/10__1L__S3101L10.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__2L__S3102L10.jpg.npz,10,10,F10_T1,F10_T2,F10_T1_L,F10_T2_L,1,2,L,L,twin_same_eye,0,1,0,True,0.446641156462585,-8,23520,,"S3101L10,S3102L10",filtered_from_final_matching_results
973,119,138,10/1L/S3101L10.jpg,10/2R/S3102R02.jpg,data/features/daugman_strict_v3/gabor_codes/10__1L__S3101L10.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__2R__S3102R02.jpg.npz,10,10,F10_T1,F10_T2,F10_T1_L,F10_T2_R,1,2,L,R,twin_cross_eye,0,1,0,True,0.4538858049167327,6,25220,,"S3101L10,S3102R02",filtered_from_final_matching_results
977,119,142,10/1L/S3101L10.jpg,10/2R/S3102R06.jpg,data/features/daugman_strict_v3/gabor_codes/10__1L__S3101L10.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__2R__S3102R06.jpg.npz,10,10,F10_T1,F10_T2,F10_T1_L,F10_T2_R,1,2,L,R,twin_cross_eye,0,1,0,True,0.439687602224403,8,24456,,"S3101L10,S3102R06",filtered_from_final_matching_results
978,119,143,10/1L/S3101L10.jpg,10/2R/S3102R07.jpg,data/features/daugman_strict_v3/gabor_codes/10__1L__S3101L10.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__2R__S3102R07.jpg.npz,10,10,F10_T1,F10_T2,F10_T1_L,F10_T2_R,1,2,L,R,twin_cross_eye,0,1,0,True,0.440715552927262,0,27056,,"S3101L10,S3102R07",filtered_from_final_matching_results
979,119,144,10/1L/S3101L10.jpg,10/2R/S3102R08.jpg,data/features/daugman_strict_v3/gabor_codes/10__1L__S3101L10.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__2R__S3102R08.jpg.npz,10,10,F10_T1,F10_T2,F10_T1_L,F10_T2_R,1,2,L,R,twin_cross_eye,0,1,0,True,0.4400993883792048,6,26160,,"S3101L10,S3102R08",filtered_from_final_matching_results
980,119,145,10/1L/S3101L10.jpg,10/2R/S3102R09.jpg,data/features/daugman_strict_v3/gabor_codes/10__1L__S3101L10.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__2R__S3102R09.jpg.npz,10,10,F10_T1,F10_T2,F10_T1_L,F10_T2_R,1,2,L,R,twin_cross_eye,0,1,0,True,0.4228437168409883,4,26388,,"S3101L10,S3102R09",filtered_from_final_matching_results
1008,121,122,10/1R/S3101R02.jpg,10/1R/S3101R03.jpg,data/features/daugman_strict_v3/gabor_codes/10__1R__S3101R02.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__1R__S3101R03.jpg.npz,10,10,F10_T1,F10_T1,F10_T1_R,F10_T1_R,1,1,R,R,genuine,1,0,0,True,0.2865706583427923,0,28192,,"S3101R02,S3101R03",filtered_from_final_matching_results
1009,121,123,10/1R/S3101R02.jpg,10/1R/S3101R04.jpg,data/features/daugman_strict_v3/gabor_codes/10__1R__S3101R02.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__1R__S3101R04.jpg.npz,10,10,F10_T1,F10_T1,F10_T1_R,F10_T1_R,1,1,R,R,genuine,1,0,0,True,0.271518544436669,0,28580,,"S3101R02,S3101R04",filtered_from_final_matching_results
1010,121,124,10/1R/S3101R02.jpg,10/1R/S3101R05.jpg,data/features/daugman_strict_v3/gabor_codes/10__1R__S3101R02.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__1R__S3101R05.jpg.npz,10,10,F10_T1,F10_T1,F10_T1_R,F10_T1_R,1,1,R,R,genuine,1,0,0,True,0.2045454545454545,0,28556,,"S3101R02,S3101R05",filtered_from_final_matching_results
1012,121,126,10/1R/S3101R02.jpg,10/1R/S3101R07.jpg,data/features/daugman_strict_v3/gabor_codes/10__1R__S3101R02.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__1R__S3101R07.jpg.npz,10,10,F10_T1,F10_T1,F10_T1_R,F10_T1_R,1,1,R,R,genuine,1,0,0,True,0.319191261574074,0,27648,,"S3101R02,S3101R07",filtered_from_final_matching_results
1015,121,129,10/1R/S3101R02.jpg,10/2L/S3102L01.jpg,data/features/daugman_strict_v3/gabor_codes/10__1R__S3101R02.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__2L__S3102L01.jpg.npz,10,10,F10_T1,F10_T2,F10_T1_R,F10_T2_L,1,2,R,L,twin_cross_eye,0,1,0,True,0.4420442571127502,0,26572,,"S3101R02,S3102L01",filtered_from_final_matching_results
1018,121,132,10/1R/S3101R02.jpg,10/2L/S3102L06.jpg,data/features/daugman_strict_v3/gabor_codes/10__1R__S3101R02.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__2L__S3102L06.jpg.npz,10,10,F10_T1,F10_T2,F10_T1_R,F10_T2_L,1,2,R,L,twin_cross_eye,0,1,0,True,0.4625612020935337,0,23692,,"S3101R02,S3102L06",filtered_from_final_matching_results
1019,121,133,10/1R/S3101R02.jpg,10/2L/S3102L07.jpg,data/features/daugman_strict_v3/gabor_codes/10__1R__S3101R02.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__2L__S3102L07.jpg.npz,10,10,F10_T1,F10_T2,F10_T1_R,F10_T2_L,1,2,R,L,twin_cross_eye,0,1,0,True,0.4356690080520815,10,23348,,"S3101R02,S3102L07",filtered_from_final_matching_results
1021,121,135,10/1R/S3101R02.jpg,10/2L/S3102L09.jpg,data/features/daugman_strict_v3/gabor_codes/10__1R__S3101R02.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__2L__S3102L09.jpg.npz,10,10,F10_T1,F10_T2,F10_T1_R,F10_T2_L,1,2,R,L,twin_cross_eye,0,1,0,True,0.430509674374705,2,25428,,"S3101R02,S3102L09",filtered_from_final_matching_results
1022,121,136,10/1R/S3101R02.jpg,10/2L/S3102L10.jpg,data/features/daugman_strict_v3/gabor_codes/10__1R__S3101R02.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__2L__S3102L10.jpg.npz,10,10,F10_T1,F10_T2,F10_T1_R,F10_T2_L,1,2,R,L,twin_cross_eye,0,1,0,True,0.4415573770491803,2,24400,,"S3101R02,S3102L10",filtered_from_final_matching_results
1024,121,138,10/1R/S3101R02.jpg,10/2R/S3102R02.jpg,data/features/daugman_strict_v3/gabor_codes/10__1R__S3101R02.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__2R__S3102R02.jpg.npz,10,10,F10_T1,F10_T2,F10_T1_R,F10_T2_R,1,2,R,R,twin_same_eye,0,1,0,True,0.4457840819542947,-2,25380,,"S3101R02,S3102R02",filtered_from_final_matching_results
1028,121,142,10/1R/S3101R02.jpg,10/2R/S3102R06.jpg,data/features/daugman_strict_v3/gabor_codes/10__1R__S3101R02.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__2R__S3102R06.jpg.npz,10,10,F10_T1,F10_T2,F10_T1_R,F10_T2_R,1,2,R,R,twin_same_eye,0,1,0,True,0.414396731293062,2,24964,,"S3101R02,S3102R06",filtered_from_final_matching_results
1029,121,143,10/1R/S3101R02.jpg,10/2R/S3102R07.jpg,data/features/daugman_strict_v3/gabor_codes/10__1R__S3101R02.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__2R__S3102R07.jpg.npz,10,10,F10_T1,F10_T2,F10_T1_R,F10_T2_R,1,2,R,R,twin_same_eye,0,1,0,True,0.4304514214308029,4,25608,,"S3101R02,S3102R07",filtered_from_final_matching_results
1030,121,144,10/1R/S3101R02.jpg,10/2R/S3102R08.jpg,data/features/daugman_strict_v3/gabor_codes/10__1R__S3101R02.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__2R__S3102R08.jpg.npz,10,10,F10_T1,F10_T2,F10_T1_R,F10_T2_R,1,2,R,R,twin_same_eye,0,1,0,True,0.4224609375,6,25600,,"S3101R02,S3102R08",filtered_from_final_matching_results
1031,121,145,10/1R/S3101R02.jpg,10/2R/S3102R09.jpg,data/features/daugman_strict_v3/gabor_codes/10__1R__S3101R02.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__2R__S3102R09.jpg.npz,10,10,F10_T1,F10_T2,F10_T1_R,F10_T2_R,1,2,R,R,twin_same_eye,0,1,0,True,0.4309445768772348,0,26848,,"S3101R02,S3102R09",filtered_from_final_matching_results
1033,122,123,10/1R/S3101R03.jpg,10/1R/S3101R04.jpg,data/features/daugman_strict_v3/gabor_codes/10__1R__S3101R03.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__1R__S3101R04.jpg.npz,10,10,F10_T1,F10_T1,F10_T1_R,F10_T1_R,1,1,R,R,genuine,1,0,0,True,0.2016871165644171,0,28688,,"S3101R03,S3101R04",filtered_from_final_matching_results
1034,122,124,10/1R/S3101R03.jpg,10/1R/S3101R05.jpg,data/features/daugman_strict_v3/gabor_codes/10__1R__S3101R03.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__1R__S3101R05.jpg.npz,10,10,F10_T1,F10_T1,F10_T1_R,F10_T1_R,1,1,R,R,genuine,1,0,0,True,0.3031457187191423,0,28356,,"S3101R03,S3101R05",filtered_from_final_matching_results
1036,122,126,10/1R/S3101R03.jpg,10/1R/S3101R07.jpg,data/features/daugman_strict_v3/gabor_codes/10__1R__S3101R03.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__1R__S3101R07.jpg.npz,10,10,F10_T1,F10_T1,F10_T1_R,F10_T1_R,1,1,R,R,genuine,1,0,0,True,0.2708453133985048,0,27824,,"S3101R03,S3101R07",filtered_from_final_matching_results
1039,122,129,10/1R/S3101R03.jpg,10/2L/S3102L01.jpg,data/features/daugman_strict_v3/gabor_codes/10__1R__S3101R03.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__2L__S3102L01.jpg.npz,10,10,F10_T1,F10_T2,F10_T1_R,F10_T2_L,1,2,R,L,twin_cross_eye,0,1,0,True,0.4313808956240422,14,23492,,"S3101R03,S3102L01",filtered_from_final_matching_results
1042,122,132,10/1R/S3101R03.jpg,10/2L/S3102L06.jpg,data/features/daugman_strict_v3/gabor_codes/10__1R__S3101R03.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__2L__S3102L06.jpg.npz,10,10,F10_T1,F10_T2,F10_T1_R,F10_T2_L,1,2,R,L,twin_cross_eye,0,1,0,True,0.4395368782161234,2,23320,,"S3101R03,S3102L06",filtered_from_final_matching_results
1043,122,133,10/1R/S3101R03.jpg,10/2L/S3102L07.jpg,data/features/daugman_strict_v3/gabor_codes/10__1R__S3101R03.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__2L__S3102L07.jpg.npz,10,10,F10_T1,F10_T2,F10_T1_R,F10_T2_L,1,2,R,L,twin_cross_eye,0,1,0,True,0.4384615384615384,10,23140,,"S3101R03,S3102L07",filtered_from_final_matching_results
1045,122,135,10/1R/S3101R03.jpg,10/2L/S3102L09.jpg,data/features/daugman_strict_v3/gabor_codes/10__1R__S3101R03.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__2L__S3102L09.jpg.npz,10,10,F10_T1,F10_T2,F10_T1_R,F10_T2_L,1,2,R,L,twin_cross_eye,0,1,0,True,0.4488054607508532,12,23440,,"S3101R03,S3102L09",filtered_from_final_matching_results
1046,122,136,10/1R/S3101R03.jpg,10/2L/S3102L10.jpg,data/features/daugman_strict_v3/gabor_codes/10__1R__S3101R03.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__2L__S3102L10.jpg.npz,10,10,F10_T1,F10_T2,F10_T1_R,F10_T2_L,1,2,R,L,twin_cross_eye,0,1,0,True,0.4387968613775065,10,22940,,"S3101R03,S3102L10",filtered_from_final_matching_results
1048,122,138,10/1R/S3101R03.jpg,10/2R/S3102R02.jpg,data/features/daugman_strict_v3/gabor_codes/10__1R__S3101R03.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__2R__S3102R02.jpg.npz,10,10,F10_T1,F10_T2,F10_T1_R,F10_T2_R,1,2,R,R,twin_same_eye,0,1,0,True,0.4355926758753614,-4,24904,,"S3101R03,S3102R02",filtered_from_final_matching_results
1052,122,142,10/1R/S3101R03.jpg,10/2R/S3102R06.jpg,data/features/daugman_strict_v3/gabor_codes/10__1R__S3101R03.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__2R__S3102R06.jpg.npz,10,10,F10_T1,F10_T2,F10_T1_R,F10_T2_R,1,2,R,R,twin_same_eye,0,1,0,True,0.4242364298148441,0,25276,,"S3101R03,S3102R06",filtered_from_final_matching_results
1053,122,143,10/1R/S3101R03.jpg,10/2R/S3102R07.jpg,data/features/daugman_strict_v3/gabor_codes/10__1R__S3101R03.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__2R__S3102R07.jpg.npz,10,10,F10_T1,F10_T2,F10_T1_R,F10_T2_R,1,2,R,R,twin_same_eye,0,1,0,True,0.4409083765519409,4,25452,,"S3101R03,S3102R07",filtered_from_final_matching_results
1054,122,144,10/1R/S3101R03.jpg,10/2R/S3102R08.jpg,data/features/daugman_strict_v3/gabor_codes/10__1R__S3101R03.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__2R__S3102R08.jpg.npz,10,10,F10_T1,F10_T2,F10_T1_R,F10_T2_R,1,2,R,R,twin_same_eye,0,1,0,True,0.4397725514466966,4,25852,,"S3101R03,S3102R08",filtered_from_final_matching_results
1055,122,145,10/1R/S3101R03.jpg,10/2R/S3102R09.jpg,data/features/daugman_strict_v3/gabor_codes/10__1R__S3101R03.jpg.npz,data/features/daugman_strict_v3/gabor_codes/10__2R__S3102R09.jpg.npz,10,10,F10_T1,F10_T2,F10_T1_R,F10_T2_R,1,2,R,R,twin_same_eye,0,1,0,True,0.4535338345864662,0,26600,,"S3101R03,S3102R09",filtered_from_final_matching_results
