impostor_set,threshold,FAR,FRR,GAR,GRR,abs_FAR_minus_FRR
unrelated,0.133,0.0,0.9979919678714859,0.002008032128514081,1.0,0.9979919678714859
unrelated,0.134,0.0,0.9977409638554217,0.0022590361445783413,1.0,0.9977409638554217
unrelated,0.135,0.0,0.9977409638554217,0.0022590361445783413,1.0,0.9977409638554217
unrelated,0.136,0.0,0.9977409638554217,0.0022590361445783413,1.0,0.9977409638554217
unrelated,0.137,0.0,0.9977409638554217,0.0022590361445783413,1.0,0.9977409638554217
unrelated,0.138,0.0,0.9974899598393574,0.0025100401606426015,1.0,0.9974899598393574
unrelated,0.139,0.0,0.9972389558232931,0.0027610441767068616,1.0,0.9972389558232931
unrelated,0.14,0.0,0.9967369477911646,0.003263052208835382,1.0,0.9967369477911646
unrelated,0.14100000000000001,0.0,0.9964859437751004,0.003514056224899642,1.0,0.9964859437751004
unrelated,0.14200000000000002,0.0,0.9964859437751004,0.003514056224899642,1.0,0.9964859437751004
unrelated,0.14300000000000002,0.0,0.9964859437751004,0.003514056224899642,1.0,0.9964859437751004
unrelated,0.14400000000000002,0.0,0.9962349397590361,0.0037650602409639022,1.0,0.9962349397590361
unrelated,0.145,0.0,0.9952309236947792,0.004769076305220832,1.0,0.9952309236947792
unrelated,0.146,0.0,0.9949799196787149,0.005020080321285092,1.0,0.9949799196787149
unrelated,0.147,0.0,0.9944779116465864,0.005522088353413612,1.0,0.9944779116465864
unrelated,0.148,0.0,0.9939759036144579,0.0060240963855421326,1.0,0.9939759036144579
unrelated,0.149,0.0,0.9939759036144579,0.0060240963855421326,1.0,0.9939759036144579
unrelated,0.15,0.0,0.9937248995983936,0.006275100401606393,1.0,0.9937248995983936
unrelated,0.151,0.0,0.9927208835341366,0.007279116465863433,1.0,0.9927208835341366
unrelated,0.152,0.0,0.9927208835341366,0.007279116465863433,1.0,0.9927208835341366
unrelated,0.153,0.0,0.9919678714859438,0.008032128514056214,1.0,0.9919678714859438
unrelated,0.154,0.0,0.9914658634538153,0.008534136546184734,1.0,0.9914658634538153
unrelated,0.155,0.0,0.991214859437751,0.008785140562248994,1.0,0.991214859437751
unrelated,0.156,0.0,0.9904618473895582,0.009538152610441775,1.0,0.9904618473895582
unrelated,0.157,0.0,0.9892068273092369,0.010793172690763075,1.0,0.9892068273092369
unrelated,0.158,0.0,0.9879518072289156,0.012048192771084376,1.0,0.9879518072289156
unrelated,0.159,0.0,0.9871987951807228,0.012801204819277157,1.0,0.9871987951807228
unrelated,0.16,0.0,0.9861947791164659,0.013805220883534086,1.0,0.9861947791164659
unrelated,0.161,0.0,0.9854417670682731,0.014558232931726867,1.0,0.9854417670682731
unrelated,0.162,0.0,0.9849397590361446,0.015060240963855387,1.0,0.9849397590361446
unrelated,0.163,0.0,0.983433734939759,0.016566265060240948,1.0,0.983433734939759
unrelated,0.164,0.0,0.9821787148594378,0.01782128514056225,1.0,0.9821787148594378
unrelated,0.165,0.0,0.9821787148594378,0.01782128514056225,1.0,0.9821787148594378
unrelated,0.166,0.0,0.9816767068273092,0.01832329317269077,1.0,0.9816767068273092
unrelated,0.167,0.0,0.9806726907630522,0.01932730923694781,1.0,0.9806726907630522
unrelated,0.168,0.0,0.9796686746987951,0.02033132530120485,1.0,0.9796686746987951
unrelated,0.169,0.0,0.9789156626506024,0.02108433734939763,1.0,0.9789156626506024
unrelated,0.17,0.0,0.9784136546184738,0.02158634538152615,1.0,0.9784136546184738
unrelated,0.171,0.0,0.9774096385542169,0.02259036144578308,1.0,0.9774096385542169
unrelated,0.17200000000000001,0.0,0.9764056224899599,0.02359437751004012,1.0,0.9764056224899599
unrelated,0.17300000000000001,0.0,0.9751506024096386,0.02484939759036142,1.0,0.9751506024096386
unrelated,0.17400000000000002,0.0,0.973644578313253,0.026355421686746983,1.0,0.973644578313253
unrelated,0.17500000000000002,0.0,0.9723895582329317,0.027610441767068283,1.0,0.9723895582329317
unrelated,0.176,0.0,0.9721385542168675,0.027861445783132543,1.0,0.9721385542168675
unrelated,0.177,0.0,0.9716365461847389,0.028363453815261064,1.0,0.9716365461847389
unrelated,0.178,0.0,0.9708835341365462,0.029116465863453844,1.0,0.9708835341365462
unrelated,0.179,0.0,0.9701305220883534,0.029869477911646625,1.0,0.9701305220883534
unrelated,0.18,0.0,0.9691265060240963,0.030873493975903665,1.0,0.9691265060240963
unrelated,0.181,0.0,0.9678714859437751,0.032128514056224855,1.0,0.9678714859437751
unrelated,0.182,0.0,0.9668674698795181,0.033132530120481896,1.0,0.9668674698795181
unrelated,0.183,0.0,0.9663654618473896,0.033634538152610416,1.0,0.9663654618473896
unrelated,0.184,0.0,0.9658634538152611,0.034136546184738936,1.0,0.9658634538152611
unrelated,0.185,0.0,0.9643574297188755,0.0356425702811245,1.0,0.9643574297188755
unrelated,0.186,0.0,0.9631024096385542,0.0368975903614458,1.0,0.9631024096385542
unrelated,0.187,0.0,0.9615963855421686,0.03840361445783136,1.0,0.9615963855421686
unrelated,0.188,0.0,0.9605923694779116,0.0394076305220884,1.0,0.9605923694779116
unrelated,0.189,0.0,0.9595883534136547,0.04041164658634533,1.0,0.9595883534136547
unrelated,0.19,0.0,0.9580823293172691,0.04191767068273089,1.0,0.9580823293172691
unrelated,0.191,0.0,0.9558232931726908,0.04417670682730923,1.0,0.9558232931726908
unrelated,0.192,0.0,0.9538152610441767,0.04618473895582331,1.0,0.9538152610441767
unrelated,0.193,0.0,0.9523092369477911,0.04769076305220887,1.0,0.9523092369477911
unrelated,0.194,0.0,0.9508032128514057,0.04919678714859432,1.0,0.9508032128514057
unrelated,0.195,0.0,0.9490461847389559,0.050953815261044144,1.0,0.9490461847389559
unrelated,0.196,0.0,0.9480421686746988,0.051957831325301185,1.0,0.9480421686746988
unrelated,0.197,0.0,0.947289156626506,0.052710843373493965,1.0,0.947289156626506
unrelated,0.198,0.0,0.945281124497992,0.054718875502008046,1.0,0.945281124497992
unrelated,0.199,0.0,0.9435240963855421,0.05647590361445787,1.0,0.9435240963855421
unrelated,0.2,0.0,0.9405120481927711,0.05948795180722888,1.0,0.9405120481927711
unrelated,0.201,0.0,0.9392570281124498,0.06074297188755018,1.0,0.9392570281124498
unrelated,0.202,0.0,0.9377510040160643,0.06224899598393574,1.0,0.9377510040160643
unrelated,0.203,0.0,0.9347389558232931,0.06526104417670686,1.0,0.9347389558232931
unrelated,0.20400000000000001,0.0,0.9329819277108434,0.06701807228915657,1.0,0.9329819277108434
unrelated,0.20500000000000002,0.0,0.9312248995983936,0.06877510040160639,1.0,0.9312248995983936
unrelated,0.20600000000000002,0.0,0.9269578313253012,0.07304216867469882,1.0,0.9269578313253012
unrelated,0.20700000000000002,0.0,0.9257028112449799,0.07429718875502012,1.0,0.9257028112449799
unrelated,0.20800000000000002,0.0,0.9234437751004017,0.07655622489959835,1.0,0.9234437751004017
unrelated,0.209,0.0,0.9216867469879518,0.07831325301204817,1.0,0.9216867469879518
unrelated,0.21,0.0,0.9196787148594378,0.08032128514056225,1.0,0.9196787148594378
unrelated,0.211,0.0,0.9156626506024096,0.08433734939759041,1.0,0.9156626506024096
unrelated,0.212,0.0,0.9126506024096386,0.08734939759036142,1.0,0.9126506024096386
unrelated,0.213,0.0,0.9118975903614458,0.0881024096385542,1.0,0.9118975903614458
unrelated,0.214,0.0,0.9091365461847389,0.09086345381526106,1.0,0.9091365461847389
unrelated,0.215,0.0,0.9048694779116466,0.09513052208835338,1.0,0.9048694779116466
unrelated,0.216,0.0,0.9041164658634538,0.09588353413654616,1.0,0.9041164658634538
unrelated,0.217,0.0,0.9008534136546185,0.09914658634538154,1.0,0.9008534136546185
unrelated,0.218,0.0,0.8983433734939759,0.10165662650602414,1.0,0.8983433734939759
unrelated,0.219,0.0,0.8955823293172691,0.10441767068273089,1.0,0.8955823293172691
unrelated,0.22,0.0,0.893574297188755,0.10642570281124497,1.0,0.893574297188755
unrelated,0.221,0.0,0.891566265060241,0.10843373493975905,1.0,0.891566265060241
unrelated,0.222,0.0,0.8883032128514057,0.11169678714859432,1.0,0.8883032128514057
unrelated,0.223,0.0,0.8862951807228916,0.1137048192771084,1.0,0.8862951807228916
unrelated,0.224,0.0,0.882781124497992,0.11721887550200805,1.0,0.882781124497992
unrelated,0.225,0.0,0.8797690763052208,0.12023092369477917,1.0,0.8797690763052208
unrelated,0.226,0.0,0.8762550200803213,0.1237449799196787,1.0,0.8762550200803213
unrelated,0.227,0.0,0.8742469879518072,0.12575301204819278,1.0,0.8742469879518072
unrelated,0.228,0.0,0.8707329317269076,0.12926706827309242,1.0,0.8707329317269076
unrelated,0.229,0.0,0.8689759036144579,0.13102409638554213,1.0,0.8689759036144579
unrelated,0.23,0.0,0.8669678714859438,0.1330321285140562,1.0,0.8669678714859438
unrelated,0.231,0.0,0.8657128514056225,0.13428714859437751,1.0,0.8657128514056225
unrelated,0.232,0.0,0.8616967871485943,0.13830321285140568,1.0,0.8616967871485943
unrelated,0.233,0.0,0.8589357429718876,0.14106425702811243,1.0,0.8589357429718876
unrelated,0.234,0.0,0.856425702811245,0.14357429718875503,1.0,0.856425702811245
unrelated,0.23500000000000001,0.0,0.8536646586345381,0.1463353413654619,1.0,0.8536646586345381
unrelated,0.23600000000000002,0.0,0.8498995983935743,0.15010040160642568,1.0,0.8498995983935743
unrelated,0.23700000000000002,0.0,0.8473895582329317,0.15261044176706828,1.0,0.8473895582329317
unrelated,0.23800000000000002,0.0,0.8438755020080321,0.15612449799196793,1.0,0.8438755020080321
unrelated,0.23900000000000002,0.0,0.8393574297188755,0.1606425702811245,1.0,0.8393574297188755
unrelated,0.24,0.0,0.8350903614457831,0.16490963855421692,1.0,0.8350903614457831
unrelated,0.241,0.0,0.8318273092369478,0.1681726907630522,1.0,0.8318273092369478
unrelated,0.242,0.0,0.8280622489959839,0.1719377510040161,1.0,0.8280622489959839
unrelated,0.243,0.0,0.8245481927710844,0.17545180722891562,1.0,0.8245481927710844
unrelated,0.244,0.0,0.8217871485943775,0.17821285140562249,1.0,0.8217871485943775
unrelated,0.245,0.0,0.8157630522088354,0.18423694779116462,1.0,0.8157630522088354
unrelated,0.246,0.0,0.8125,0.1875,1.0,0.8125
unrelated,0.247,0.0,0.8104919678714859,0.18950803212851408,1.0,0.8104919678714859
unrelated,0.248,0.0,0.8079819277108434,0.19201807228915657,1.0,0.8079819277108434
unrelated,0.249,0.0,0.8032128514056225,0.19678714859437751,1.0,0.8032128514056225
unrelated,0.25,0.0,0.8002008032128514,0.19979919678714864,1.0,0.8002008032128514
unrelated,0.251,0.0,0.7954317269076305,0.20456827309236947,1.0,0.7954317269076305
unrelated,0.252,0.0,0.7911646586345381,0.2088353413654619,1.0,0.7911646586345381
unrelated,0.253,0.0,0.7871485943775101,0.21285140562248994,1.0,0.7871485943775101
unrelated,0.254,0.0,0.7838855421686747,0.21611445783132532,1.0,0.7838855421686747
unrelated,0.255,0.0,0.7796184738955824,0.22038152610441764,1.0,0.7796184738955824
unrelated,0.256,0.0,0.776355421686747,0.22364457831325302,1.0,0.776355421686747
unrelated,0.257,0.0,0.7728413654618473,0.22715863453815266,1.0,0.7728413654618473
unrelated,0.258,0.0,0.7673192771084337,0.23268072289156627,1.0,0.7673192771084337
unrelated,0.259,0.0,0.7648092369477911,0.23519076305220887,1.0,0.7648092369477911
unrelated,0.26,0.0,0.7605421686746988,0.23945783132530118,1.0,0.7605421686746988
unrelated,0.261,0.0,0.7560240963855421,0.24397590361445787,1.0,0.7560240963855421
unrelated,0.262,0.0,0.7525100401606426,0.2474899598393574,1.0,0.7525100401606426
unrelated,0.263,0.0,0.7482429718875502,0.2517570281124498,1.0,0.7482429718875502
unrelated,0.264,0.0,0.7437248995983936,0.2562751004016064,1.0,0.7437248995983936
unrelated,0.265,0.0,0.7397088353413654,0.26029116465863456,1.0,0.7397088353413654
unrelated,0.266,0.0,0.7366967871485943,0.2633032128514057,1.0,0.7366967871485943
unrelated,0.267,0.0,0.732429718875502,0.267570281124498,1.0,0.732429718875502
unrelated,0.268,0.0,0.7274096385542169,0.2725903614457831,1.0,0.7274096385542169
unrelated,0.269,0.0,0.7233935742971888,0.27660642570281124,1.0,0.7233935742971888
unrelated,0.27,0.0,0.7193775100401606,0.2806224899598394,1.0,0.7193775100401606
unrelated,0.271,0.0,0.7156124497991968,0.2843875502008032,1.0,0.7156124497991968
unrelated,0.272,0.0,0.7103413654618473,0.28965863453815266,1.0,0.7103413654618473
unrelated,0.273,0.0,0.7058232931726908,0.29417670682730923,1.0,0.7058232931726908
unrelated,0.274,0.0,0.7005522088353414,0.2994477911646586,1.0,0.7005522088353414
unrelated,0.275,0.0,0.695281124497992,0.30471887550200805,1.0,0.695281124497992
unrelated,0.276,0.0,0.6917670682730924,0.3082329317269076,1.0,0.6917670682730924
unrelated,0.277,0.0,0.686495983935743,0.31350401606425704,1.0,0.686495983935743
unrelated,0.278,0.0,0.6802208835341366,0.31977911646586343,1.0,0.6802208835341366
unrelated,0.279,0.0,0.6757028112449799,0.3242971887550201,1.0,0.6757028112449799
unrelated,0.28,0.0,0.6719377510040161,0.3280622489959839,1.0,0.6719377510040161
unrelated,0.281,0.0,0.6676706827309237,0.33232931726907633,1.0,0.6676706827309237
unrelated,0.28200000000000003,0.0,0.6616465863453815,0.33835341365461846,1.0,0.6616465863453815
unrelated,0.28300000000000003,0.0,0.6553714859437751,0.34462851405622486,1.0,0.6553714859437751
unrelated,0.28400000000000003,0.0,0.6490963855421686,0.35090361445783136,1.0,0.6490963855421686
unrelated,0.28500000000000003,0.0,0.6428212851405622,0.35717871485943775,1.0,0.6428212851405622
unrelated,0.28600000000000003,0.0,0.6352911646586346,0.36470883534136544,1.0,0.6352911646586346
unrelated,0.28700000000000003,0.0,0.6307730923694779,0.3692269076305221,1.0,0.6307730923694779
unrelated,0.28800000000000003,0.0,0.6244979919678715,0.3755020080321285,1.0,0.6244979919678715
unrelated,0.289,0.0,0.6189759036144579,0.38102409638554213,1.0,0.6189759036144579
unrelated,0.29,0.0,0.6137048192771084,0.3862951807228916,1.0,0.6137048192771084
unrelated,0.291,0.0,0.607429718875502,0.392570281124498,1.0,0.607429718875502
unrelated,0.292,0.0,0.6009036144578314,0.39909638554216864,1.0,0.6009036144578314
unrelated,0.293,0.0,0.5946285140562249,0.40537148594377514,1.0,0.5946285140562249
unrelated,0.294,0.0,0.5903614457831325,0.40963855421686746,1.0,0.5903614457831325
unrelated,0.295,0.0,0.5835843373493976,0.41641566265060237,1.0,0.5835843373493976
unrelated,0.296,0.0,0.5768072289156626,0.4231927710843374,1.0,0.5768072289156626
unrelated,0.297,0.0,0.5685240963855421,0.43147590361445787,1.0,0.5685240963855421
unrelated,0.298,0.0,0.5619979919678715,0.4380020080321285,1.0,0.5619979919678715
unrelated,0.299,0.0,0.5552208835341366,0.44477911646586343,1.0,0.5552208835341366
unrelated,0.3,0.0,0.5499497991967871,0.4500502008032129,1.0,0.5499497991967871
unrelated,0.301,0.0,0.5451807228915663,0.45481927710843373,1.0,0.5451807228915663
unrelated,0.302,0.0,0.5404116465863453,0.45958835341365467,1.0,0.5404116465863453
unrelated,0.303,0.0,0.5348895582329317,0.4651104417670683,1.0,0.5348895582329317
unrelated,0.304,0.0,0.5286144578313253,0.4713855421686747,1.0,0.5286144578313253
unrelated,0.305,0.0,0.5220883534136547,0.47791164658634533,1.0,0.5220883534136547
unrelated,0.306,0.0,0.5163152610441767,0.4836847389558233,1.0,0.5163152610441767
unrelated,0.307,0.0,0.5085341365461847,0.49146586345381527,1.0,0.5085341365461847
unrelated,0.308,0.0,0.5035140562248996,0.49648594377510036,1.0,0.5035140562248996
unrelated,0.309,0.0,0.4994979919678715,0.5005020080321285,1.0,0.4994979919678715
unrelated,0.31,0.0,0.4924698795180723,0.5075301204819277,1.0,0.4924698795180723
unrelated,0.311,0.0,0.48744979919678716,0.5125502008032128,1.0,0.48744979919678716
unrelated,0.312,0.0,0.4811746987951807,0.5188253012048193,1.0,0.4811746987951807
unrelated,0.313,0.0,0.47615461847389556,0.5238453815261044,1.0,0.47615461847389556
unrelated,0.314,0.0,0.47063253012048195,0.5293674698795181,1.0,0.47063253012048195
unrelated,0.315,0.0,0.4656124497991968,0.5343875502008032,1.0,0.4656124497991968
unrelated,0.316,0.0,0.4598393574297189,0.5401606425702812,1.0,0.4598393574297189
unrelated,0.317,0.0,0.45456827309236947,0.5454317269076305,1.0,0.45456827309236947
unrelated,0.318,0.0,0.4503012048192771,0.5496987951807228,1.0,0.4503012048192771
unrelated,0.319,0.0,0.44327309236947793,0.5567269076305221,1.0,0.44327309236947793
unrelated,0.32,0.0,0.4382530120481928,0.5617469879518072,1.0,0.4382530120481928
unrelated,0.321,0.0,0.4314759036144578,0.5685240963855422,1.0,0.4314759036144578
unrelated,0.322,0.0,0.42570281124497994,0.5742971887550201,1.0,0.42570281124497994
unrelated,0.323,0.0,0.42043172690763053,0.5795682730923695,1.0,0.42043172690763053
unrelated,0.324,0.0,0.41566265060240964,0.5843373493975903,1.0,0.41566265060240964
unrelated,0.325,0.0,0.40963855421686746,0.5903614457831325,1.0,0.40963855421686746
unrelated,0.326,0.0,0.4046184738955823,0.5953815261044177,1.0,0.4046184738955823
unrelated,0.327,0.0,0.3990963855421687,0.6009036144578312,1.0,0.3990963855421687
unrelated,0.328,0.0,0.39407630522088355,0.6059236947791165,1.0,0.39407630522088355
unrelated,0.329,0.0,0.3883032128514056,0.6116967871485943,1.0,0.3883032128514056
unrelated,0.33,0.0,0.3832831325301205,0.6167168674698795,1.0,0.3832831325301205
unrelated,0.331,0.0,0.3782630522088353,0.6217369477911647,1.0,0.3782630522088353
unrelated,0.332,0.0,0.37399598393574296,0.626004016064257,1.0,0.37399598393574296
unrelated,0.333,0.0,0.3689759036144578,0.6310240963855422,1.0,0.3689759036144578
unrelated,0.334,0.0,0.3649598393574297,0.6350401606425703,1.0,0.3649598393574297
unrelated,0.335,0.0,0.3596887550200803,0.6403112449799198,1.0,0.3596887550200803
unrelated,0.336,0.0,0.35542168674698793,0.6445783132530121,1.0,0.35542168674698793
unrelated,0.337,0.0,0.3526606425702811,0.6473393574297188,1.0,0.3526606425702811
unrelated,0.338,0.0,0.3461345381526104,0.6538654618473896,1.0,0.3461345381526104
unrelated,0.339,0.0,0.34236947791164657,0.6576305220883534,1.0,0.34236947791164657
unrelated,0.34,0.0,0.3376004016064257,0.6623995983935743,1.0,0.3376004016064257
unrelated,0.341,2e-05,0.33308232931726905,0.6669176706827309,0.99998,0.33306232931726903
unrelated,0.342,2e-05,0.32756024096385544,0.6724397590361446,0.99998,0.3275402409638554
unrelated,0.343,2e-05,0.3220381526104418,0.6779618473895582,0.99998,0.32201815261044175
unrelated,0.34400000000000003,2e-05,0.31676706827309237,0.6832329317269077,0.99998,0.31674706827309235
unrelated,0.34500000000000003,2e-05,0.31224899598393574,0.6877510040160643,0.99998,0.3122289959839357
unrelated,0.34600000000000003,2e-05,0.30697791164658633,0.6930220883534137,0.99998,0.3069579116465863
unrelated,0.34700000000000003,2e-05,0.3019578313253012,0.6980421686746988,0.99998,0.30193783132530116
unrelated,0.34800000000000003,2e-05,0.29593373493975905,0.704066265060241,0.99998,0.29591373493975903
unrelated,0.34900000000000003,2e-05,0.2891566265060241,0.7108433734939759,0.99998,0.28913662650602406
unrelated,0.35000000000000003,2e-05,0.285140562248996,0.714859437751004,0.99998,0.28512056224899596
unrelated,0.35100000000000003,6e-05,0.28062248995983935,0.7193775100401607,0.99994,0.28056248995983935
unrelated,0.352,8e-05,0.27660642570281124,0.7233935742971888,0.99992,0.2765264257028112
unrelated,0.353,8e-05,0.2703313253012048,0.7296686746987953,0.99992,0.27025132530120477
unrelated,0.354,0.0001,0.2663152610441767,0.7336847389558233,0.9999,0.2662152610441767
unrelated,0.355,0.00012,0.26104417670682734,0.7389558232931727,0.99988,0.2609241767068273
unrelated,0.356,0.00014,0.25552208835341367,0.7444779116465863,0.99986,0.2553820883534137
unrelated,0.357,0.00014,0.25150602409638556,0.7484939759036144,0.99986,0.2513660240963856
unrelated,0.358,0.00016,0.24849397590361447,0.7515060240963856,0.99984,0.24833397590361447
unrelated,0.359,0.00016,0.24447791164658633,0.7555220883534137,0.99984,0.24431791164658634
unrelated,0.36,0.00018,0.24021084337349397,0.759789156626506,0.99982,0.24003084337349395
unrelated,0.361,0.00018,0.2371987951807229,0.7628012048192772,0.99982,0.23701879518072289
unrelated,0.362,0.00022,0.23293172690763053,0.7670682730923695,0.99978,0.23271172690763053
unrelated,0.363,0.00026,0.2289156626506024,0.7710843373493976,0.99974,0.2286556626506024
unrelated,0.364,0.00028,0.22565261044176707,0.7743473895582329,0.99972,0.22537261044176707
unrelated,0.365,0.0003,0.22063253012048192,0.7793674698795181,0.9997,0.22033253012048193
unrelated,0.366,0.00034,0.21511044176706828,0.7848895582329317,0.99966,0.21477044176706828
unrelated,0.367,0.00038,0.21059236947791166,0.7894076305220883,0.99962,0.21021236947791166
unrelated,0.368,0.00048,0.20682730923694778,0.7931726907630522,0.99952,0.20634730923694777
unrelated,0.369,0.00056,0.20306224899598393,0.7969377510040161,0.99944,0.20250224899598393
unrelated,0.37,0.0007,0.19678714859437751,0.8032128514056225,0.9993,0.1960871485943775
unrelated,0.371,0.00076,0.19402610441767068,0.8059738955823293,0.99924,0.19326610441767067
unrelated,0.372,0.00082,0.19076305220883535,0.8092369477911646,0.99918,0.18994305220883537
unrelated,0.373,0.00092,0.18649598393574296,0.813504016064257,0.99908,0.18557598393574296
unrelated,0.374,0.00102,0.18323293172690763,0.8167670682730923,0.99898,0.18221293172690764
unrelated,0.375,0.00108,0.17921686746987953,0.8207831325301205,0.99892,0.17813686746987953
unrelated,0.376,0.00126,0.17720883534136547,0.8227911646586346,0.99874,0.17594883534136546
unrelated,0.377,0.00132,0.1746987951807229,0.8253012048192772,0.99868,0.1733787951807229
unrelated,0.378,0.00148,0.17218875502008033,0.8278112449799196,0.99852,0.17070875502008032
unrelated,0.379,0.00152,0.1694277108433735,0.8305722891566265,0.99848,0.1679077108433735
unrelated,0.38,0.00186,0.16566265060240964,0.8343373493975903,0.99814,0.16380265060240964
unrelated,0.381,0.00216,0.16214859437751003,0.8378514056224899,0.99784,0.15998859437751003
unrelated,0.382,0.00242,0.15863453815261044,0.8413654618473896,0.99758,0.15621453815261044
unrelated,0.383,0.00276,0.1553714859437751,0.8446285140562249,0.99724,0.15261148594377508
unrelated,0.384,0.00298,0.15160642570281124,0.8483935742971888,0.99702,0.14862642570281123
unrelated,0.385,0.00348,0.1488453815261044,0.8511546184738956,0.99652,0.1453653815261044
unrelated,0.386,0.004,0.14583333333333334,0.8541666666666666,0.996,0.14183333333333334
unrelated,0.387,0.0045,0.142570281124498,0.857429718875502,0.9955,0.13807028112449798
unrelated,0.388,0.0051,0.13830321285140562,0.8616967871485943,0.9949,0.13320321285140563
unrelated,0.389,0.0057,0.13529116465863453,0.8647088353413654,0.9943,0.12959116465863452
unrelated,0.39,0.00634,0.1330321285140562,0.8669678714859438,0.99366,0.1266921285140562
unrelated,0.391,0.00722,0.1307730923694779,0.8692269076305221,0.99278,0.1235530923694779
unrelated,0.392,0.00816,0.1297690763052209,0.8702309236947792,0.99184,0.12160907630522089
unrelated,0.393,0.00898,0.1272590361445783,0.8727409638554217,0.99102,0.11827903614457831
unrelated,0.394,0.00998,0.12374497991967871,0.8762550200803213,0.99002,0.11376497991967871
unrelated,0.395,0.01106,0.11922690763052209,0.8807730923694779,0.98894,0.10816690763052209
unrelated,0.396,0.01236,0.11596385542168675,0.8840361445783133,0.98764,0.10360385542168675
unrelated,0.397,0.01372,0.11420682730923695,0.8857931726907631,0.98628,0.10048682730923696
unrelated,0.398,0.01534,0.11244979919678715,0.8875502008032129,0.98466,0.09710979919678714
unrelated,0.399,0.01726,0.10818273092369478,0.8918172690763052,0.98274,0.09092273092369478
unrelated,0.4,0.0189,0.1056726907630522,0.8943273092369478,0.9811,0.0867726907630522
unrelated,0.401,0.02112,0.10391566265060241,0.8960843373493976,0.97888,0.08279566265060241
unrelated,0.402,0.02328,0.10291164658634538,0.8970883534136547,0.97672,0.07963164658634539
unrelated,0.403,0.02546,0.10015060240963855,0.8998493975903614,0.97454,0.07469060240963855
unrelated,0.404,0.02822,0.09764056224899599,0.902359437751004,0.97178,0.069420562248996
unrelated,0.405,0.03126,0.09513052208835342,0.9048694779116466,0.96874,0.06387052208835342
unrelated,0.406,0.03424,0.09136546184738956,0.9086345381526104,0.96576,0.05712546184738956
unrelated,0.40700000000000003,0.03762,0.08960843373493976,0.9103915662650602,0.96238,0.05198843373493976
unrelated,0.40800000000000003,0.0414,0.08785140562248996,0.9121485943775101,0.9586,0.04645140562248996
unrelated,0.40900000000000003,0.04568,0.08609437751004016,0.9139056224899599,0.9543200000000001,0.040414377510040164
unrelated,0.41000000000000003,0.04992,0.08458835341365462,0.9154116465863453,0.95008,0.034668353413654616
unrelated,0.41100000000000003,0.0543,0.08258032128514056,0.9174196787148594,0.9457,0.02828032128514056
unrelated,0.41200000000000003,0.05932,0.08057228915662651,0.9194277108433735,0.94068,0.02125228915662651
unrelated,0.41300000000000003,0.065,0.0783132530120482,0.9216867469879518,0.935,0.013313253012048193
unrelated,0.41400000000000003,0.071,0.07580321285140562,0.9241967871485943,0.929,0.004803212851405628
unrelated,0.41500000000000004,0.077,0.07404618473895583,0.9259538152610441,0.923,0.002953815261044171
unrelated,0.41600000000000004,0.0832,0.07103413654618473,0.9289658634538153,0.9168000000000001,0.012165863453815262
unrelated,0.417,0.09084,0.06852409638554217,0.9314759036144579,0.90916,0.02231590361445783
unrelated,0.418,0.0976,0.06676706827309237,0.9332329317269077,0.9024,0.03083293172690764
unrelated,0.419,0.10458,0.06475903614457831,0.9352409638554217,0.89542,0.03982096385542169
unrelated,0.42,0.11296,0.06099397590361446,0.9390060240963856,0.88704,0.051966024096385545
unrelated,0.421,0.1205,0.05973895582329317,0.9402610441767069,0.8795,0.06076104417670682
unrelated,0.422,0.12966,0.05823293172690763,0.9417670682730923,0.87034,0.07142706827309236
unrelated,0.423,0.13872,0.05647590361445783,0.9435240963855421,0.86128,0.08224409638554217
unrelated,0.424,0.1485,0.05396586345381526,0.9460341365461847,0.8515,0.09453413654618473
unrelated,0.425,0.159,0.051706827309236945,0.9482931726907631,0.841,0.10729317269076305
unrelated,0.426,0.16986,0.049949799196787145,0.9500502008032129,0.83014,0.11991020080321287
unrelated,0.427,0.18088,0.04794176706827309,0.9520582329317269,0.81912,0.1329382329317269
unrelated,0.428,0.19168,0.04643574297188755,0.9535642570281124,0.80832,0.14524425702811244
unrelated,0.429,0.20346,0.044929718875502005,0.955070281124498,0.79654,0.158530281124498
unrelated,0.43,0.21572,0.04392570281124498,0.956074297188755,0.78428,0.17179429718875502
unrelated,0.431,0.22766,0.04241967871485944,0.9575803212851406,0.77234,0.18524032128514056
unrelated,0.432,0.2404,0.04141566265060241,0.9585843373493976,0.7596,0.19898433734939758
unrelated,0.433,0.2536,0.03890562248995984,0.9610943775100401,0.7464,0.21469437751004017
unrelated,0.434,0.26778,0.03714859437751004,0.9628514056224899,0.73222,0.23063140562249
unrelated,0.435,0.28144,0.035391566265060244,0.9646084337349398,0.71856,0.2460484337349398
unrelated,0.436,0.29628,0.0338855421686747,0.9661144578313253,0.70372,0.2623944578313253
unrelated,0.437,0.3106,0.03237951807228916,0.9676204819277109,0.6894,0.2782204819277108
unrelated,0.438,0.32482,0.03137550200803213,0.9686244979919678,0.67518,0.29344449799196787
unrelated,0.439,0.33936,0.02961847389558233,0.9703815261044176,0.66064,0.3097415261044177
unrelated,0.44,0.35434,0.029367469879518073,0.9706325301204819,0.64566,0.32497253012048194
